order_id,product_id,product_name,category,quantity,unit_price,total_revenue,order_date,ship_date,delivery_date,lead_time_days,supplier_id,supplier_name,country,warehouse_id,inventory_level,reorder_point,status
ORD-01063,P008,Safety Helmet,Safety,93,1830.79,170263.47,2024-04-21,2024-04-23,2024-05-02,9,S004,NorthAm Industrial,USA,WH-Central,6503,443,returned
ORD-01064,P007,Aluminium Rod,Metal Parts,249,535.52,133344.48,2023-11-21,2023-12-01,2023-12-25,24,S002,PacificParts Ltd.,China,WH-West,7802,108,delivered
ORD-01065,P005,Conveyor Belt,Machinery,164,1422.68,233319.52,2024-04-26,2024-04-30,2024-05-12,12,S004,NorthAm Industrial,USA,WH-North,9848,446,delivered
ORD-01066,P007,Aluminium Rod,Metal Parts,109,2170.71,236607.39,2024-04-29,2024-04-30,2024-05-16,16,S001,TechSupply Co.,Germany,WH-East,6929,188,pending
ORD-01067,P005,Conveyor Belt,Machinery,153,2185.07,334315.71,2023-10-08,2023-10-10,2023-11-07,28,S002,PacificParts Ltd.,China,WH-North,7396,496,delivered
ORD-01068,P007,Aluminium Rod,Metal Parts,48,2237.92,107420.16,2023-09-23,2023-09-24,2023-10-08,14,S005,AsiaManufact Inc.,Japan,WH-South,7021,225,shipped
ORD-01069,P005,Conveyor Belt,Machinery,275,1723.63,473998.25,2024-03-05,2024-03-13,2024-04-15,33,S002,PacificParts Ltd.,China,WH-South,2632,406,delivered
ORD-01070,P007,Aluminium Rod,Metal Parts,102,199.13,20311.26,2023-01-11,2023-01-21,2023-02-28,38,S003,EuroComponents AG,France,WH-Central,9477,365,delivered
ORD-01071,P003,Hydraulic Valve,Machinery,443,794.44,351936.92,2024-04-14,2024-04-22,2024-05-04,12,S003,EuroComponents AG,France,WH-East,6658,184,delivered
ORD-01072,P009,Forklift Battery,Energy,328,2423.8,795006.4,2023-05-09,2023-05-17,2023-06-29,43,S001,TechSupply Co.,Germany,WH-West,1596,68,returned
ORD-01073,P004,Circuit Board,Electronics,111,873.47,96955.17,2023-06-20,2023-06-27,2023-08-07,41,S002,PacificParts Ltd.,China,WH-West,3131,397,shipped
ORD-01074,P010,Packing Foam,Packaging,258,2048.53,528520.74,2023-01-17,2023-01-22,2023-02-13,22,S001,TechSupply Co.,Germany,WH-East,2043,408,pending
ORD-01075,P008,Safety Helmet,Safety,268,2435.31,652663.08,2023-12-27,2024-01-03,2024-02-09,37,S004,NorthAm Industrial,USA,WH-West,5502,108,delivered
ORD-01076,P003,Hydraulic Valve,Machinery,278,1092.51,303717.78,2024-07-20,2024-07-23,2024-09-02,41,S004,NorthAm Industrial,USA,WH-West,4669,482,delivered
ORD-01077,P007,Aluminium Rod,Metal Parts,46,1625.81,74787.26,2023-04-12,2023-04-14,2023-04-22,8,S003,EuroComponents AG,France,WH-Central,6738,103,returned
ORD-01078,P008,Safety Helmet,Safety,413,86.43,35695.59,2024-03-30,2024-04-09,2024-05-14,35,S005,AsiaManufact Inc.,Japan,WH-Central,4749,486,delivered
ORD-01079,P007,Aluminium Rod,Metal Parts,101,2141.57,216298.57,2024-07-18,2024-07-20,2024-08-16,27,S002,PacificParts Ltd.,China,WH-South,2038,229,pending
ORD-01080,P008,Safety Helmet,Safety,146,672.68,98211.28,2024-01-19,2024-01-28,2024-02-14,17,S004,NorthAm Industrial,USA,WH-West,4333,207,delivered
ORD-01081,P007,Aluminium Rod,Metal Parts,14,387.67,5427.38,2024-02-29,2024-03-01,2024-03-06,5,S002,PacificParts Ltd.,China,WH-North,6134,480,returned
ORD-01082,P009,Forklift Battery,Energy,285,2433.86,693650.1,2024-08-08,2024-08-12,2024-09-11,30,S005,AsiaManufact Inc.,Japan,WH-East,3156,365,delivered
ORD-01083,P007,Aluminium Rod,Metal Parts,207,2260.91,468008.37,2024-10-13,2024-10-16,2024-11-12,27,S001,TechSupply Co.,Germany,WH-Central,8475,131,delivered
ORD-01084,P007,Aluminium Rod,Metal Parts,324,1444.45,468001.8,2023-05-10,2023-05-12,2023-06-16,35,S002,PacificParts Ltd.,China,WH-North,6422,481,shipped
ORD-01085,P005,Conveyor Belt,Machinery,14,1096.37,15349.18,2023-07-28,2023-07-30,2023-08-07,8,S005,AsiaManufact Inc.,Japan,WH-South,9720,128,returned
ORD-01086,P001,Industrial Pump,Machinery,13,1857.14,24142.82,2023-03-22,2023-03-29,2023-05-07,39,S005,AsiaManufact Inc.,Japan,WH-Central,2138,282,returned
ORD-01087,P006,Sensor Unit,Electronics,275,2101.94,578033.5,2023-08-16,2023-08-20,2023-09-11,22,S002,PacificParts Ltd.,China,WH-South,6194,444,shipped
ORD-01088,P005,Conveyor Belt,Machinery,327,2462.07,805096.89,2023-05-28,2023-05-29,2023-07-11,43,S001,TechSupply Co.,Germany,WH-East,1694,106,delivered
ORD-01089,P008,Safety Helmet,Safety,48,198.07,9507.36,2023-10-17,2023-10-20,2023-11-08,19,S005,AsiaManufact Inc.,Japan,WH-North,5921,479,delivered
ORD-01090,P004,Circuit Board,Electronics,250,2398.25,599562.5,2023-01-23,2023-01-25,2023-02-23,29,S004,NorthAm Industrial,USA,WH-North,1250,157,delivered
ORD-01091,P007,Aluminium Rod,Metal Parts,153,30.3,4635.9,2024-04-06,2024-04-09,2024-04-22,13,S004,NorthAm Industrial,USA,WH-East,2927,387,shipped
ORD-01092,P010,Packing Foam,Packaging,315,1501.98,473123.7,2023-12-18,2023-12-26,2024-01-20,25,S005,AsiaManufact Inc.,Japan,WH-North,82,131,delivered
ORD-01093,P009,Forklift Battery,Energy,266,1281.8,340958.8,2023-01-31,2023-02-01,2023-03-10,37,S003,EuroComponents AG,France,WH-North,2496,160,delivered
ORD-01094,P006,Sensor Unit,Electronics,373,1730.55,645495.15,2023-05-22,2023-05-24,2023-06-10,17,S001,TechSupply Co.,Germany,WH-South,2073,187,delivered
ORD-01095,P005,Conveyor Belt,Machinery,240,1864.26,447422.4,2023-12-23,2023-12-28,2024-02-04,38,S004,NorthAm Industrial,USA,WH-South,8123,273,delayed
ORD-01096,P009,Forklift Battery,Energy,53,1461.2,77443.6,2023-07-22,2023-07-29,2023-08-18,20,S004,NorthAm Industrial,USA,WH-South,9626,209,delivered
ORD-01097,P003,Hydraulic Valve,Machinery,383,682.83,261523.89,2024-04-01,2024-04-11,2024-05-11,30,S002,PacificParts Ltd.,China,WH-West,5222,368,delivered
ORD-01098,P002,Steel Bracket,Metal Parts,460,1583.58,728446.8,2024-08-03,2024-08-09,2024-09-03,25,S005,AsiaManufact Inc.,Japan,WH-West,1052,280,delivered
ORD-01099,P003,Hydraulic Valve,Machinery,424,2193.74,930145.76,2024-02-24,2024-03-05,2024-03-26,21,S001,TechSupply Co.,Germany,WH-Central,8691,230,delivered
ORD-01100,P007,Aluminium Rod,Metal Parts,184,617.07,113540.88,2023-11-27,2023-11-30,2023-12-30,30,S001,TechSupply Co.,Germany,WH-North,3525,386,delivered
ORD-01101,P006,Sensor Unit,Electronics,353,32.2,11366.6,2023-05-06,2023-05-12,2023-05-15,3,S003,EuroComponents AG,France,WH-South,5388,159,pending
ORD-01102,P008,Safety Helmet,Safety,146,1506.5,219949.0,2024-07-29,2024-08-05,2024-08-12,7,S005,AsiaManufact Inc.,Japan,WH-East,8638,161,returned
ORD-01103,P002,Steel Bracket,Metal Parts,458,1617.44,740787.52,2024-11-18,2024-11-28,2024-12-05,7,S005,AsiaManufact Inc.,Japan,WH-East,7130,212,shipped
ORD-01104,P006,Sensor Unit,Electronics,141,1055.99,148894.59,2024-05-20,2024-05-21,2024-06-24,34,S002,PacificParts Ltd.,China,WH-South,2033,281,delivered
ORD-01105,P003,Hydraulic Valve,Machinery,146,49.5,7227.0,2023-08-31,2023-09-01,2023-10-10,39,S005,AsiaManufact Inc.,Japan,WH-East,9433,52,shipped
ORD-01106,P008,Safety Helmet,Safety,471,1321.15,622261.65,2024-02-17,2024-02-26,2024-03-02,5,S003,EuroComponents AG,France,WH-South,5527,380,pending
ORD-01107,P001,Industrial Pump,Machinery,163,1885.46,307329.98,2024-03-01,2024-03-06,2024-03-28,22,S001,TechSupply Co.,Germany,WH-West,6559,90,delivered
ORD-01108,P009,Forklift Battery,Energy,253,2122.44,536977.32,2024-02-07,2024-02-15,2024-03-08,22,S003,EuroComponents AG,France,WH-West,1989,481,shipped
ORD-01109,P006,Sensor Unit,Electronics,54,2483.88,134129.52,2023-02-18,2023-02-21,2023-02-24,3,S005,AsiaManufact Inc.,Japan,WH-North,7138,165,delivered
ORD-01110,P003,Hydraulic Valve,Machinery,479,1722.16,824914.64,2024-01-13,2024-01-14,2024-02-20,37,S001,TechSupply Co.,Germany,WH-South,860,182,shipped
ORD-01111,P001,Industrial Pump,Machinery,353,1533.81,541434.93,2023-03-18,2023-03-24,2023-04-12,19,S001,TechSupply Co.,Germany,WH-North,6218,188,returned
ORD-01112,P003,Hydraulic Valve,Machinery,386,1462.41,564490.26,2023-05-10,2023-05-13,2023-06-05,23,S002,PacificParts Ltd.,China,WH-Central,6771,376,delivered
ORD-01113,P008,Safety Helmet,Safety,500,704.95,352475.0,2024-08-14,2024-08-22,2024-09-24,33,S001,TechSupply Co.,Germany,WH-Central,7908,165,delivered
ORD-01114,P002,Steel Bracket,Metal Parts,338,1619.6,547424.8,2023-12-28,2024-01-01,2024-02-08,38,S003,EuroComponents AG,France,WH-East,3373,405,shipped
ORD-01115,P002,Steel Bracket,Metal Parts,240,2047.19,491325.6,2023-01-14,2023-01-18,2023-03-04,45,S001,TechSupply Co.,Germany,WH-West,3078,299,delivered
ORD-01116,P002,Steel Bracket,Metal Parts,390,2361.23,920879.7,2024-06-24,2024-06-30,2024-08-04,35,S003,EuroComponents AG,France,WH-South,7438,385,pending
ORD-01117,P003,Hydraulic Valve,Machinery,500,1133.82,566910.0,2023-08-13,2023-08-20,2023-09-15,26,S005,AsiaManufact Inc.,Japan,WH-North,8412,153,returned
ORD-01118,P007,Aluminium Rod,Metal Parts,332,259.65,86203.8,2023-06-18,2023-06-28,2023-07-20,22,S002,PacificParts Ltd.,China,WH-North,7552,498,delivered
ORD-01119,P002,Steel Bracket,Metal Parts,15,1193.22,17898.3,2024-04-16,2024-04-21,2024-05-05,14,S001,TechSupply Co.,Germany,WH-South,8698,281,delivered
ORD-01120,P006,Sensor Unit,Electronics,109,380.8,41507.2,2023-03-28,2023-04-04,2023-04-29,25,S003,EuroComponents AG,France,WH-North,8227,270,returned
ORD-01121,P009,Forklift Battery,Energy,333,959.39,319476.87,2024-01-14,2024-01-15,2024-01-24,9,S003,EuroComponents AG,France,WH-North,6923,149,delivered
ORD-01122,P005,Conveyor Belt,Machinery,253,1298.95,328634.35,2023-10-10,2023-10-20,2023-11-25,36,S002,PacificParts Ltd.,China,WH-West,1788,398,delivered
ORD-01123,P001,Industrial Pump,Machinery,137,600.72,82298.64,2023-02-24,2023-03-06,2023-03-11,5,S002,PacificParts Ltd.,China,WH-North,8718,101,delivered
ORD-01124,P005,Conveyor Belt,Machinery,52,553.62,28788.24,2024-02-19,2024-02-26,2024-03-25,28,S002,PacificParts Ltd.,China,WH-Central,4395,303,shipped
ORD-01125,P004,Circuit Board,Electronics,376,12.75,4794.0,2023-10-22,2023-10-27,2023-12-07,41,S002,PacificParts Ltd.,China,WH-South,3032,307,delivered
ORD-01126,P010,Packing Foam,Packaging,162,1705.2,276242.4,2024-12-05,2024-12-08,2024-12-26,18,S004,NorthAm Industrial,USA,WH-East,2730,145,pending
ORD-01127,P006,Sensor Unit,Electronics,172,56.96,9797.12,2024-11-13,2024-11-20,2024-12-23,33,S004,NorthAm Industrial,USA,WH-South,4322,89,delayed
ORD-01128,P003,Hydraulic Valve,Machinery,251,2183.68,548103.68,2024-04-30,2024-05-01,2024-06-10,40,S001,TechSupply Co.,Germany,WH-Central,7742,106,delivered
ORD-01129,P001,Industrial Pump,Machinery,258,422.43,108986.94,2023-10-25,2023-11-03,2023-11-20,17,S001,TechSupply Co.,Germany,WH-Central,2401,446,shipped
ORD-01130,P002,Steel Bracket,Metal Parts,377,880.2,331835.4,2023-12-10,2023-12-18,2024-01-18,31,S001,TechSupply Co.,Germany,WH-East,8940,181,pending
ORD-01131,P008,Safety Helmet,Safety,457,1296.99,592724.43,2023-12-28,2024-01-03,2024-01-25,22,S003,EuroComponents AG,France,WH-East,9760,297,delivered
ORD-01132,P002,Steel Bracket,Metal Parts,439,554.54,243443.06,2023-01-22,2023-01-29,2023-02-10,12,S003,EuroComponents AG,France,WH-Central,2320,232,shipped
ORD-01133,P008,Safety Helmet,Safety,106,1862.19,197392.14,2024-12-13,2024-12-19,2025-01-18,30,S001,TechSupply Co.,Germany,WH-South,3175,243,shipped
ORD-01134,P002,Steel Bracket,Metal Parts,136,2276.27,309572.72,2024-04-05,2024-04-08,2024-05-14,36,S003,EuroComponents AG,France,WH-Central,5715,219,returned
ORD-01135,P007,Aluminium Rod,Metal Parts,22,1450.89,31919.58,2023-10-10,2023-10-14,2023-11-05,22,S005,AsiaManufact Inc.,Japan,WH-West,5624,477,returned
ORD-01136,P010,Packing Foam,Packaging,57,2423.83,138158.31,2024-08-03,2024-08-08,2024-09-02,25,S001,TechSupply Co.,Germany,WH-West,8174,400,pending
ORD-01137,P003,Hydraulic Valve,Machinery,341,410.7,140048.7,2023-10-24,2023-11-02,2023-12-14,42,S004,NorthAm Industrial,USA,WH-South,7976,197,delivered
ORD-01138,P002,Steel Bracket,Metal Parts,64,137.72,8814.08,2023-08-11,2023-08-21,2023-09-11,21,S003,EuroComponents AG,France,WH-North,5010,52,delivered
ORD-01139,P007,Aluminium Rod,Metal Parts,403,2148.23,865736.69,2023-05-22,2023-05-27,2023-06-21,25,S003,EuroComponents AG,France,WH-North,9187,129,delivered
ORD-01140,P002,Steel Bracket,Metal Parts,471,206.39,97209.69,2023-07-21,2023-07-31,2023-08-30,30,S003,EuroComponents AG,France,WH-South,3585,66,delayed
ORD-01141,P008,Safety Helmet,Safety,205,2417.43,495573.15,2024-10-14,2024-10-21,2024-11-17,27,S003,EuroComponents AG,France,WH-South,1607,183,pending
ORD-01142,P005,Conveyor Belt,Machinery,72,1709.89,123112.08,2024-03-22,2024-04-01,2024-04-24,23,S005,AsiaManufact Inc.,Japan,WH-East,3268,178,delivered
ORD-01143,P003,Hydraulic Valve,Machinery,291,2318.16,674584.56,2023-11-09,2023-11-14,2023-11-22,8,S004,NorthAm Industrial,USA,WH-Central,7555,329,delivered
ORD-01144,P003,Hydraulic Valve,Machinery,258,2337.53,603082.74,2024-06-23,2024-06-29,2024-07-30,31,S004,NorthAm Industrial,USA,WH-West,5858,289,delivered
ORD-01145,P006,Sensor Unit,Electronics,468,1399.48,654956.64,2024-02-25,2024-02-26,2024-03-29,32,S004,NorthAm Industrial,USA,WH-West,6896,95,delivered
ORD-01146,P003,Hydraulic Valve,Machinery,66,1554.12,102571.92,2024-08-17,2024-08-23,2024-09-27,35,S005,AsiaManufact Inc.,Japan,WH-East,9266,499,pending
ORD-01147,P005,Conveyor Belt,Machinery,414,1908.67,790189.38,2024-11-17,2024-11-25,2024-11-28,3,S001,TechSupply Co.,Germany,WH-West,8487,285,delivered
ORD-01148,P001,Industrial Pump,Machinery,305,248.01,75643.05,2024-10-27,2024-11-02,2024-11-11,9,S001,TechSupply Co.,Germany,WH-North,4760,339,delivered
ORD-01149,P008,Safety Helmet,Safety,360,516.64,185990.4,2024-08-21,2024-08-22,2024-09-26,35,S003,EuroComponents AG,France,WH-North,2361,337,delivered
ORD-01150,P008,Safety Helmet,Safety,322,780.67,251375.74,2024-10-17,2024-10-22,2024-11-03,12,S002,PacificParts Ltd.,China,WH-South,105,462,returned
ORD-01151,P008,Safety Helmet,Safety,451,306.98,138447.98,2023-01-01,2023-01-11,2023-01-23,12,S005,AsiaManufact Inc.,Japan,WH-South,1587,176,delivered
ORD-01152,P004,Circuit Board,Electronics,29,2315.48,67148.92,2024-06-01,2024-06-08,2024-07-09,31,S001,TechSupply Co.,Germany,WH-West,4913,257,delivered
ORD-01153,P008,Safety Helmet,Safety,349,1100.63,384119.87,2024-07-13,2024-07-23,2024-08-11,19,S002,PacificParts Ltd.,China,WH-South,2018,271,pending
ORD-01154,P003,Hydraulic Valve,Machinery,262,1855.45,486127.9,2024-11-04,2024-11-07,2024-11-25,18,S001,TechSupply Co.,Germany,WH-South,8956,152,delivered
ORD-01155,P008,Safety Helmet,Safety,189,1670.91,315801.99,2023-04-13,2023-04-21,2023-05-31,40,S004,NorthAm Industrial,USA,WH-East,6409,247,delivered
ORD-01156,P002,Steel Bracket,Metal Parts,235,304.72,71609.2,2023-06-01,2023-06-06,2023-06-10,4,S004,NorthAm Industrial,USA,WH-West,6380,55,pending
ORD-01157,P010,Packing Foam,Packaging,22,2270.73,49956.06,2024-11-03,2024-11-11,2024-12-23,42,S003,EuroComponents AG,France,WH-North,5811,121,shipped
ORD-01158,P008,Safety Helmet,Safety,439,2153.25,945276.75,2023-06-12,2023-06-21,2023-07-16,25,S004,NorthAm Industrial,USA,WH-East,3453,228,delivered
ORD-01159,P009,Forklift Battery,Energy,336,1799.43,604608.48,2024-11-02,2024-11-08,2024-11-20,12,S004,NorthAm Industrial,USA,WH-Central,5558,285,delivered
ORD-01160,P003,Hydraulic Valve,Machinery,193,2406.57,464468.01,2023-03-11,2023-03-19,2023-05-02,44,S003,EuroComponents AG,France,WH-East,9926,387,returned
ORD-01161,P003,Hydraulic Valve,Machinery,358,813.57,291258.06,2024-06-22,2024-06-25,2024-07-14,19,S005,AsiaManufact Inc.,Japan,WH-Central,9514,228,pending
ORD-01162,P010,Packing Foam,Packaging,50,1664.83,83241.5,2023-01-31,2023-02-04,2023-02-17,13,S005,AsiaManufact Inc.,Japan,WH-West,8182,397,delivered
ORD-01163,P008,Safety Helmet,Safety,373,2231.72,832431.56,2023-08-31,2023-09-03,2023-09-12,9,S003,EuroComponents AG,France,WH-South,6882,82,delayed
ORD-01164,P001,Industrial Pump,Machinery,311,1580.08,491404.88,2023-03-16,2023-03-22,2023-04-22,31,S005,AsiaManufact Inc.,Japan,WH-East,482,139,delivered
ORD-01165,P006,Sensor Unit,Electronics,103,493.32,50811.96,2024-10-14,2024-10-23,2024-12-01,39,S001,TechSupply Co.,Germany,WH-West,8046,274,delivered
ORD-01166,P005,Conveyor Belt,Machinery,45,1457.36,65581.2,2024-03-20,2024-03-24,2024-04-29,36,S002,PacificParts Ltd.,China,WH-South,1576,154,shipped
ORD-01167,P001,Industrial Pump,Machinery,443,184.55,81755.65,2024-02-22,2024-03-02,2024-04-10,39,S002,PacificParts Ltd.,China,WH-North,3036,399,delivered
ORD-01168,P009,Forklift Battery,Energy,181,894.43,161891.83,2024-08-07,2024-08-16,2024-09-18,33,S004,NorthAm Industrial,USA,WH-South,9153,486,pending
ORD-01169,P003,Hydraulic Valve,Machinery,41,322.34,13215.94,2024-01-21,2024-01-31,2024-02-07,7,S001,TechSupply Co.,Germany,WH-West,8474,202,delivered
ORD-01170,P002,Steel Bracket,Metal Parts,12,563.93,6767.16,2024-09-07,2024-09-13,2024-10-20,37,S001,TechSupply Co.,Germany,WH-West,4749,474,delivered
ORD-01171,P005,Conveyor Belt,Machinery,274,1440.51,394699.74,2023-06-11,2023-06-13,2023-07-04,21,S004,NorthAm Industrial,USA,WH-East,8482,362,delivered
ORD-01172,P009,Forklift Battery,Energy,242,2342.63,566916.46,2024-07-13,2024-07-23,2024-08-02,10,S003,EuroComponents AG,France,WH-West,4309,384,shipped
ORD-01173,P001,Industrial Pump,Machinery,72,514.56,37048.32,2023-07-25,2023-07-26,2023-08-19,24,S001,TechSupply Co.,Germany,WH-East,5400,437,delivered
ORD-01174,P001,Industrial Pump,Machinery,178,2452.73,436585.94,2024-07-31,2024-08-01,2024-09-12,42,S002,PacificParts Ltd.,China,WH-West,6819,356,delivered
ORD-01175,P010,Packing Foam,Packaging,54,93.82,5066.28,2023-05-13,2023-05-14,2023-06-03,20,S001,TechSupply Co.,Germany,WH-Central,8316,165,delivered
ORD-01176,P006,Sensor Unit,Electronics,14,1935.17,27092.38,2023-08-22,2023-08-23,2023-08-27,4,S004,NorthAm Industrial,USA,WH-West,3214,323,delivered
ORD-01177,P010,Packing Foam,Packaging,357,317.47,113336.79,2023-02-23,2023-03-02,2023-03-29,27,S004,NorthAm Industrial,USA,WH-North,6993,331,shipped
ORD-01178,P003,Hydraulic Valve,Machinery,100,861.1,86110.0,2024-09-22,2024-09-28,2024-10-24,26,S001,TechSupply Co.,Germany,WH-West,949,171,delivered
ORD-01179,P004,Circuit Board,Electronics,24,2477.39,59457.36,2024-02-27,2024-03-08,2024-04-14,37,S001,TechSupply Co.,Germany,WH-Central,244,497,delivered
ORD-01180,P004,Circuit Board,Electronics,23,788.74,18141.02,2024-03-25,2024-03-30,2024-04-13,14,S001,TechSupply Co.,Germany,WH-North,9869,385,delivered
ORD-01181,P004,Circuit Board,Electronics,337,196.63,66264.31,2024-05-05,2024-05-07,2024-06-21,45,S003,EuroComponents AG,France,WH-South,4099,328,shipped
ORD-01182,P004,Circuit Board,Electronics,483,920.5,444601.5,2023-08-14,2023-08-19,2023-09-19,31,S004,NorthAm Industrial,USA,WH-East,9034,199,returned
ORD-01183,P004,Circuit Board,Electronics,28,869.86,24356.08,2024-07-08,2024-07-10,2024-08-14,35,S005,AsiaManufact Inc.,Japan,WH-East,6731,411,delivered
ORD-01184,P010,Packing Foam,Packaging,157,1856.06,291401.42,2023-05-21,2023-05-25,2023-06-30,36,S004,NorthAm Industrial,USA,WH-East,3453,112,delivered
ORD-01185,P006,Sensor Unit,Electronics,488,290.03,141534.64,2024-12-16,2024-12-24,2025-01-24,31,S002,PacificParts Ltd.,China,WH-North,8174,478,delayed
ORD-01186,P001,Industrial Pump,Machinery,143,2137.16,305613.88,2023-11-04,2023-11-05,2023-11-13,8,S003,EuroComponents AG,France,WH-East,6290,303,shipped
ORD-01187,P001,Industrial Pump,Machinery,95,1651.51,156893.45,2023-08-18,2023-08-25,2023-09-10,16,S004,NorthAm Industrial,USA,WH-West,8724,76,delivered
ORD-01188,P005,Conveyor Belt,Machinery,473,2071.25,979701.25,2023-01-27,2023-02-02,2023-03-15,41,S001,TechSupply Co.,Germany,WH-Central,4301,464,pending
ORD-01189,P010,Packing Foam,Packaging,401,1824.42,731592.42,2024-09-28,2024-10-05,2024-11-04,30,S002,PacificParts Ltd.,China,WH-North,935,463,delivered
ORD-01190,P002,Steel Bracket,Metal Parts,238,1062.47,252867.86,2024-11-25,2024-12-04,2024-12-25,21,S005,AsiaManufact Inc.,Japan,WH-West,9311,443,delayed
ORD-01191,P009,Forklift Battery,Energy,465,42.88,19939.2,2024-04-23,2024-04-26,2024-05-14,18,S003,EuroComponents AG,France,WH-South,4495,93,delayed
ORD-01192,P004,Circuit Board,Electronics,141,907.43,127947.63,2024-02-09,2024-02-19,2024-02-24,5,S005,AsiaManufact Inc.,Japan,WH-East,4104,450,delivered
ORD-01193,P010,Packing Foam,Packaging,434,451.07,195764.38,2024-11-07,2024-11-12,2024-12-05,23,S001,TechSupply Co.,Germany,WH-North,7581,58,delivered
ORD-01194,P008,Safety Helmet,Safety,112,1024.48,114741.76,2024-01-03,2024-01-12,2024-02-14,33,S001,TechSupply Co.,Germany,WH-West,9495,90,delivered
ORD-01195,P005,Conveyor Belt,Machinery,133,1916.11,254842.63,2023-03-07,2023-03-10,2023-04-10,31,S005,AsiaManufact Inc.,Japan,WH-Central,4524,182,delivered
ORD-01196,P008,Safety Helmet,Safety,120,290.54,34864.8,2023-05-31,2023-06-01,2023-07-13,42,S002,PacificParts Ltd.,China,WH-South,630,144,shipped
ORD-01197,P009,Forklift Battery,Energy,488,1787.8,872446.4,2024-07-20,2024-07-21,2024-08-07,17,S004,NorthAm Industrial,USA,WH-Central,4244,181,delivered
ORD-01198,P001,Industrial Pump,Machinery,56,198.31,11105.36,2024-09-06,2024-09-12,2024-09-30,18,S003,EuroComponents AG,France,WH-Central,7271,107,shipped
ORD-01199,P009,Forklift Battery,Energy,37,1606.51,59440.87,2024-08-07,2024-08-14,2024-09-09,26,S001,TechSupply Co.,Germany,WH-South,4638,123,delivered
ORD-01200,P001,Industrial Pump,Machinery,241,2356.49,567914.09,2023-12-10,2023-12-16,2024-01-14,29,S003,EuroComponents AG,France,WH-Central,4817,368,pending
ORD-01201,P001,Industrial Pump,Machinery,55,1524.55,83850.25,2023-06-03,2023-06-04,2023-07-14,40,S002,PacificParts Ltd.,China,WH-East,5129,311,delivered
ORD-01202,P009,Forklift Battery,Energy,337,1817.02,612335.74,2024-01-23,2024-01-24,2024-03-04,40,S005,AsiaManufact Inc.,Japan,WH-East,6243,440,returned
ORD-01203,P002,Steel Bracket,Metal Parts,376,1048.11,394089.36,2024-08-11,2024-08-20,2024-10-02,43,S001,TechSupply Co.,Germany,WH-South,1986,483,shipped
ORD-01204,P009,Forklift Battery,Energy,163,676.61,110287.43,2024-06-21,2024-06-29,2024-08-04,36,S001,TechSupply Co.,Germany,WH-Central,9424,200,delivered
ORD-01205,P004,Circuit Board,Electronics,162,1871.73,303220.26,2024-01-06,2024-01-14,2024-01-31,17,S003,EuroComponents AG,France,WH-South,1890,404,pending
ORD-01206,P004,Circuit Board,Electronics,40,2287.02,91480.8,2023-12-27,2024-01-05,2024-02-12,38,S004,NorthAm Industrial,USA,WH-West,7932,359,delivered
ORD-01207,P004,Circuit Board,Electronics,398,2273.62,904900.76,2023-05-09,2023-05-13,2023-06-19,37,S004,NorthAm Industrial,USA,WH-West,9580,390,delivered
ORD-01208,P003,Hydraulic Valve,Machinery,42,1024.21,43016.82,2023-12-16,2023-12-18,2024-01-10,23,S005,AsiaManufact Inc.,Japan,WH-East,8274,125,pending
ORD-01209,P010,Packing Foam,Packaging,62,1049.47,65067.14,2024-04-09,2024-04-12,2024-04-15,3,S004,NorthAm Industrial,USA,WH-South,9086,414,returned
ORD-01210,P008,Safety Helmet,Safety,38,335.28,12740.64,2024-03-17,2024-03-20,2024-03-24,4,S001,TechSupply Co.,Germany,WH-South,8672,248,pending
ORD-01211,P007,Aluminium Rod,Metal Parts,61,845.34,51565.74,2024-07-24,2024-07-29,2024-08-16,18,S003,EuroComponents AG,France,WH-South,5515,352,delivered
ORD-01212,P010,Packing Foam,Packaging,487,1124.99,547870.13,2023-02-16,2023-02-22,2023-03-01,7,S005,AsiaManufact Inc.,Japan,WH-North,6699,372,delayed
ORD-01213,P008,Safety Helmet,Safety,371,1916.06,710858.26,2024-12-17,2024-12-20,2024-12-31,11,S004,NorthAm Industrial,USA,WH-East,8345,92,pending
ORD-01214,P003,Hydraulic Valve,Machinery,195,804.49,156875.55,2024-11-21,2024-11-29,2025-01-12,44,S001,TechSupply Co.,Germany,WH-Central,2895,310,shipped
ORD-01215,P010,Packing Foam,Packaging,289,1296.61,374720.29,2024-05-20,2024-05-21,2024-06-14,24,S003,EuroComponents AG,France,WH-North,8604,346,delivered
ORD-01216,P009,Forklift Battery,Energy,22,2035.9,44789.8,2023-11-23,2023-11-26,2023-12-10,14,S004,NorthAm Industrial,USA,WH-East,3451,270,delivered
ORD-01217,P009,Forklift Battery,Energy,146,418.15,61049.9,2023-11-18,2023-11-24,2023-12-03,9,S003,EuroComponents AG,France,WH-Central,4716,190,returned
ORD-01218,P008,Safety Helmet,Safety,386,269.77,104131.22,2023-10-23,2023-11-02,2023-11-21,19,S004,NorthAm Industrial,USA,WH-South,3795,391,returned
ORD-01219,P005,Conveyor Belt,Machinery,307,2256.84,692849.88,2024-06-04,2024-06-05,2024-06-18,13,S002,PacificParts Ltd.,China,WH-North,8844,325,delivered
ORD-01220,P004,Circuit Board,Electronics,145,2354.81,341447.45,2023-01-27,2023-01-31,2023-02-26,26,S001,TechSupply Co.,Germany,WH-West,9357,268,pending
